#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   2.2700000      0.46250364      0.52148747      0.14763415       2.0912397       0.0000000       0.0000000      -22.288630     -0.88152462    
   2.2800000      0.46126348      0.52018183      0.14711100       2.0910418       0.0000000       0.0000000      -22.269363     -0.87215936    
   2.2900000      0.46003416      0.51874673      0.14658970       2.0909028       0.0000000       0.0000000      -22.250275     -0.86303598    
   2.3000000      0.45881230      0.51732099      0.14607026       2.0907223       0.0000000       0.0000000      -22.231178     -0.85391265    
   2.3099999      0.45760119      0.51604617      0.14555265       2.0906005       0.0000000       0.0000000      -22.212263     -0.84495831    
   2.3199999      0.45639724      0.51464117      0.14503688       2.0904384       0.0000000       0.0000000      -22.193338     -0.83600402    
   2.3299999      0.45520377      0.51338500      0.14452292       2.0903339       0.0000000       0.0000000      -22.174587     -0.82734299    
   2.3399999      0.45401740      0.51200026      0.14401080       2.0901899       0.0000000       0.0000000      -22.155836     -0.81868201    
   2.3499999      0.45284131      0.51076245      0.14350051       2.0901022       0.0000000       0.0000000      -22.137245     -0.81024742    
   2.3599999      0.45167214      0.50939745      0.14299200       2.0899756       0.0000000       0.0000000      -22.118656     -0.80181283    
